run num	std dev	max pcr	min pcr	avg pcr	total pcr	k	target pcr
2	35.80582827153504	119.57435626513421	10.20908380900708	67.78785577137403	2304.787096226717	5	0.0	
0	35.49156178392965	119.28556371769282	7.496804889882643	56.48392004226468	2146.388961606058	5	0.0	
1	16.576812270582916	75.48770303116375	27.48190804680945	54.95494361533314	2143.2428009979926	5	0.0	
2	25.178550973205805	92.43525090477169	11.76022736597812	46.679341412728824	2007.2116807473394	5	0.0	
0	24.31792334897048	76.39119883208083	1.3906316905772713	42.32870722872806	2031.7779469789466	5	0.0	
1	31.741734744150154	98.91864500135932	0.24632392170986114	45.62461464659394	2235.606117683103	5	0.0	
2	16.065013584612956	64.653288688871	0.0010360380313764348	36.75744039171643	1801.114579194105	5	0.0	
0	15.551325233335515	54.72129496515874	8.909929548510523E-4	30.68192519405012	1687.5058856727567	5	0.0	
1	26.71961757616362	95.29552631391549	4.060709385571254	46.700261319417635	2615.2146338873877	5	0.0	
2	17.12297870263147	60.272668612188966	7.472582537587059E-7	38.95956481977684	2064.8569354481724	5	0.0	
0	19.93445944979946	71.69572311493278	3.3547174627718284	40.95038364428129	2538.9237859454397	5	0.0	
1	17.796803287712176	71.92783907079874	2.8408274866496113	32.540515598442774	1919.8904203081236	5	0.0	
2	14.918935455096896	60.42116832039737	0.054314292392941846	35.84887270566075	2222.6301077509665	5	0.0	
0	18.960073103875825	67.3214455758023	1.9564151535076209	32.9595009985839	2208.286566905121	5	0.0	
1	15.658798896832332	66.26799260781506	0.11706605093569904	31.22954181294243	2092.379301467143	5	0.0	
2	15.56486425298221	61.43472239003456	0.4864372656489496	31.415914147238798	2230.5299044539547	5	0.0	
0	17.135342543976435	66.72726078975288	0.0024046469907579955	30.50562892299611	2196.4052824557198	5	0.0	
1	13.592531325960852	62.3714244238743	0.2876537517980262	29.985526139357617	2308.8855127305364	5	0.0	
2	15.248856412461912	58.947530642910934	0.013534547971442185	29.9044515716023	2302.642771013377	5	0.0	
0	26.176557801743304	101.55591602043002	24.219756477726296	70.01731414948743	1260.3116546907738	5	0.0	
1	30.707759152040843	127.59548495775847	31.89887123943964	77.83964577917972	1323.2739782460553	5	0.0	
2	26.08970264996806	117.33805231172026	37.6045626043371	86.35837932052281	1640.8092070899336	5	0.0	
0	20.64418413596398	101.32860607096008	34.15460300272015	72.4744779948533	1811.8619498713324	5	0.0	
1	21.16387515692186	80.25913662927913	17.12455482312634	48.20692723595181	1301.587035370699	5	0.0	
2	38.61652655133422	169.2236582671704	11.214320791222752	96.26411409082871	2502.8669663615465	5	0.0	
0	42.12471215198014	169.09950072213832	0.41918215710207307	92.02835057091288	2668.8221665564733	5	0.0	
1	38.7823934599723	126.4958145775332	2.204834975857369	71.0511950746646	2202.587047314603	5	0.0	
2	37.336266749918714	126.53956195188726	13.41107295353969	66.74456691863125	2135.8261413962	5	0.0	
0	20.72932252751781	81.60030843424988	15.652652033251115	50.94048947986599	2292.3220265939694	5	0.0	
1	27.80793995185356	104.2441387790374	13.686658538554497	57.53823241849128	2243.99106432116	5	0.0	
2	17.573332391947073	71.63478667407715	17.908696668519294	48.48505781318019	1939.4023125272076	5	0.0	
0	18.50184838842654	67.68372952946568	0.8043002256503919	38.19854932000854	1948.1260153204355	5	0.0	
1	24.24150933319263	90.27600834087305	4.820071147877528	44.76654896413617	2014.4947033861276	5	0.0	
2	29.31033841339805	95.43267745777841	0.24322621295516064	50.698075023411576	2332.1114510769326	5	0.0	
0	17.895951032396916	87.80212979546054	1.2538415980627478	40.33852035380214	2258.9571398129196	5	0.0	
1	22.104509305728882	87.14010469487978	6.262142870147819	39.86934625321737	2192.8140439269555	5	0.0	
2	26.44303777055599	88.54461127408143	0.05587404130239487	40.75338655362187	2200.682873895581	5	0.0	
0	26.209978765926778	88.53691511255548	8.489232612098357	43.007665936611346	2494.444624323458	5	0.0	
1	16.990101176089205	71.67055477084345	0.001893774998904491	29.939385082279887	1856.2418751013531	5	0.0	
2	19.764953852957017	83.99287566589085	0.1323462508219796	39.708014526962415	2541.3129297255946	5	0.0	
0	16.169752883165497	72.66891895020231	2.4881660252306834	33.8322261257639	2300.5913765519454	5	0.0	
1	12.314815639114103	64.44125740183486	1.9631494353391814	33.35288028739993	2301.348739830595	5	0.0	
2	17.56913502955956	65.28585881300599	3.380148236925792	33.25836773109026	2294.8273734452277	5	0.0	
0	20.623364542058955	72.551374129327	0.11803663070268648	31.12764504146105	2334.5733781095787	5	0.0	
1	15.589205800114454	60.96099962001192	0.07942208987609099	27.43493704265552	2139.9250893271305	5	0.0	
2	24.080439033026032	87.45861820147213	0.030288979590002173	36.20598969325863	2787.8612063809146	5	0.0	
0	41.02076874952035	145.4859993371281	22.657383157217943	91.52434355436873	1647.438183978637	5	0.0	
1	40.04185605051745	133.98431789767216	5.904827955161077	98.56220695097328	1675.5575181665456	5	0.0	
2	33.953396282617454	156.09491560883356	39.0237289022084	94.26432061367012	1696.757771046062	5	0.0	
0	23.066627031560163	127.68813292022074	36.06543410120777	100.79494676065609	2721.4635625377146	5	0.0	
1	15.21237496143092	115.10858777807877	37.679077335260764	96.43329212977717	2507.2655953742064	5	0.0	
2	33.58760646150016	137.6059088647201	2.40730893882646	92.52564886990771	2405.6668706176006	5	0.0	
0	25.848022404897108	119.50054446553395	6.4068895505628864	56.5413910314624	1865.8659040382593	5	0.0	
1	38.79185495988291	137.6510974809802	0.07723548281237712	71.76606130226209	2368.280022974649	5	0.0	
2	27.441546562070087	107.54701188804192	13.380461531008175	53.6881543694769	1771.7090941927377	5	0.0	
0	14.92009847002251	89.24009084792887	24.895899603210026	55.72951257449884	2173.450990405455	5	0.0	
1	18.19169213987456	72.49120209053422	7.264208926256272	41.446261972624605	1616.4042169323595	5	0.0	
2	17.368118844630462	59.15316411310854	0.9116652088724375	41.20400924938692	1648.160369975477	5	0.0	
0	24.94118798023027	89.146126148008	1.023896207762195	50.38689802720659	2267.4104112242967	5	0.0	
1	19.97164213861551	73.48582527075452	0.8404780365368909	40.52401294150623	2026.2006470753115	5	0.0	
2	19.949477512393997	91.60203109009825	5.15647174549897	46.64666891865897	2145.7467702583126	5	0.0	
0	15.716898393725963	61.869719783383175	2.5909628822400066	34.9006794197356	1919.5373680854582	5	0.0	
1	26.772395664741076	98.03671630079297	11.625577113487584	49.75306810297658	2786.1718137666885	5	0.0	
2	20.458511985725455	78.33795752569203	6.36584511610908	37.82006609838311	1966.6434371159216	5	0.0	
0	19.979265976491117	79.73480381268753	8.460802398036487	38.791802619074886	2366.299959763568	5	0.0	
1	14.582436912364967	54.5161327437259	2.548177312430397	32.15144475703913	1993.3895749364262	5	0.0	
2	26.02504571627305	108.554858023277	0.005206289438982752	42.53406859087057	2466.9759782704928	5	0.0	
0	20.492325681459857	93.77493131705262	0.02440403659519968	33.16058255900238	2221.7590314531594	5	0.0	
1	18.588946913544106	71.0945765349053	1.6388241010644842	38.872866004489694	2682.227754309789	5	0.0	
2	19.286636125730745	63.203175528892764	3.5276803476915193	33.1321414905076	2286.1177628450246	5	0.0	
0	20.51879866350768	77.29586183567996	0.9349296433166295	35.41025533944798	2691.1794057980464	5	0.0	
1	15.528557927571045	75.19694074203271	0.7399041437334619	32.37289634727255	2460.340122392714	5	0.0	
2	27.516967443068406	121.52528171002474	5.172159484414036	37.80464039999157	2608.5201875994185	5	0.0	
0	33.74679093857718	197.66341478433333	108.84801497453326	155.18388282874844	2638.126008088723	5	0.0	
1	31.737418186653795	161.71691063477536	47.7134541714427	118.85025941075318	2377.0051882150638	5	0.0	
2	29.834816628025244	142.8093218905186	41.974444288731206	91.33056889926979	1643.9502401868563	5	0.0	
0	18.73974741373511	81.44439364966973	21.569657499676058	59.24707773588363	1421.929865661207	5	0.0	
1	46.647045483256704	181.46924564613752	7.93719590096347	78.0335326259024	1950.8383156475597	5	0.0	
2	21.421253918110725	101.40748774667374	25.351871936668505	62.25059323782838	1618.515424183538	5	0.0	
0	23.877295313543332	90.04266559918314	7.021481308313842	48.953560619302195	1615.4675004369724	5	0.0	
1	28.242652269321468	117.5303611911346	31.159906009028	68.67342189317989	2128.876078688577	5	0.0	
2	30.02483437415105	89.7908395692058	2.4051036355396653	46.388945929758094	1530.8352156820172	5	0.0	
0	14.179217554431835	71.69360388796967	10.485886167591007	46.63108209325422	1911.874365823423	5	0.0	
1	22.451897966119727	86.41339047084114	10.359268259911461	51.38246624543262	1952.5337173264395	5	0.0	
2	21.514751025561974	87.62099219123029	6.717340003360134	59.95331298977525	2458.0858325807853	5	0.0	
0	16.745314466011482	77.74541798059212	17.017459071087394	46.28829842843829	2221.838324565038	5	0.0	
1	28.466602056437104	118.88039853944981	2.6867677785509514	53.30893988061413	2345.5933547470217	5	0.0	
2	21.405818380320355	75.44719354183778	0.00733684176459828	45.449843336440935	2090.692793476283	5	0.0	
0	22.96708526711301	99.2193549180785	1.543860993175661	46.68030253370481	2520.73633682006	5	0.0	
1	16.909201712014127	65.16945510810856	0.7523257479397399	33.7430739008051	2058.3275079491114	5	0.0	
2	11.284735901388766	52.284108750632406	0.014494706534647097	33.99692736954154	1903.8279326943261	5	0.0	
0	21.03598554051679	78.80940694789693	0.007785133569021115	39.325182882854605	2438.1613387369857	5	0.0	
1	23.949285785527508	78.51645272671087	2.5570283856541507	38.239960510873075	2332.6375911632576	5	0.0	
2	26.29477108273207	97.0281485829863	0.0739374990413825	32.85099305970798	2069.612562761603	5	0.0	
0	28.710871808616243	140.5200153877689	9.107405895274834	42.820719867422575	2911.808950984735	5	0.0	
1	19.318159226744474	87.13809542875481	2.651961351350989E-4	36.856482838110466	2579.953798667733	5	0.0	
2	19.063688074880762	72.13376317385435	3.217853770347547	31.6035487550455	2149.041315343094	5	0.0	
0	16.994413248018063	63.958920309353225	0.3250971608657359	34.514346878391486	2519.5473221225784	5	0.0	
1	23.15157727770828	92.23125267760324	6.2261071764564075	35.40147586899872	2619.7092143059053	5	0.0	
2	17.586548856527457	64.08628305909772	1.9104830924523613	30.39205424180743	2188.227905410135	5	0.0	
0	28.271454067749	134.1943473508922	33.548586837723064	93.86819254039469	1783.495658267499	5	0.0	
1	33.70773689360671	126.83581133217903	32.19137914938956	78.64479520773135	1336.9615185314328	5	0.0	
2	43.432875209915764	181.92746551368361	18.412384140369422	124.75036284753028	2370.2568941030754	5	0.0	
0	26.513366998926116	104.56668701862696	19.587288846204913	79.52464069169172	1908.5913766006013	5	0.0	
1	32.83719534693161	139.78964999493712	34.94741249873428	97.50128734487906	2437.5321836219764	5	0.0	
2	22.921952466316636	131.54452025102356	24.145884101443052	94.47073878809294	2361.7684697023237	5	0.0	
0	41.80600360137059	129.2705041656113	1.0472284416175965	78.57808964443213	2514.498868621828	5	0.0	
1	27.945425072072844	107.98418853043769	23.082571495162295	66.39807310096921	2058.3402661300456	5	0.0	
2	35.758104023462515	119.89513251631739	8.960227452796712	72.95544110885206	2334.574115483266	5	0.0	
0	18.792471105301924	89.35425857884421	22.33856464471106	52.54930500417499	2049.4228951628247	5	0.0	
1	28.937079389268174	104.00455352545974	11.371189021157766	58.6650483218645	2463.932029518309	5	0.0	
2	28.412610619938768	102.1814556328669	12.279544411122624	46.706435529684846	1821.5509856577091	5	0.0	
0	23.436933490345414	89.15094905936563	0.5590482704714184	48.83363227058346	2295.1807167174225	5	0.0	
1	27.866899656859694	102.79947555104968	12.062156474692848	50.88455904428941	2238.920597948734	5	0.0	
2	30.617018525638002	108.93940492220403	10.996687067691695	53.15432086072711	2445.098759593447	5	0.0	
0	24.9886070146948	112.11939310949101	7.5033024789555975	43.80346340909101	2321.5835606818237	5	0.0	
1	22.27755372617783	91.61663145073365	3.8609924529900694	45.09776899484434	2390.18175672675	5	0.0	
2	23.756286830234448	97.81345675959773	2.4680237643707246	41.717340954641266	2294.4537525052697	5	0.0	
0	19.342965991602803	87.13129151548762	0.5334016465178089	38.78643459474674	2288.3996410900577	5	0.0	
1	19.573971034645094	75.82840026251907	7.034986618098326	36.61611726856106	2160.3509188451026	5	0.0	
2	13.288772764324566	48.91305475878358	0.09786734279475105	28.11578703292744	1715.0630090085738	5	0.0	
0	14.440821557112328	52.63344574009302	2.788073934122726	29.615741825627794	2161.949153270829	5	0.0	
1	23.380601609194535	79.30151295091235	0.6961010557293703	36.054082472479784	2379.569443183666	5	0.0	
2	18.0641971367692	70.85335949916514	6.532477149545993	34.14270693726344	2287.5613647966507	5	0.0	
0	17.91786885965293	69.72543951727478	0.8667035760726264	31.879644215647062	2422.8529603891766	5	0.0	
1	18.1733272340319	72.1092139403836	0.2160884743866289	32.16186062532078	2347.8158256484166	5	0.0	
2	14.603243250394483	64.81825246730531	8.917837404482121	32.39921425969085	2332.743426697741	5	0.0	
0	22.481690158516376	108.06707443208289	39.07087561174871	86.25069672496278	1552.5125410493301	5	0.0	
1	45.4121506464608	168.30836364321848	8.930254929276932	128.80149627259104	2318.4269329066387	5	0.0	
2	32.76013897616855	136.8077815639887	35.80295758261222	102.55843623655116	2051.1687247310233	5	0.0	
0	24.14388372862473	120.10274660788676	31.0771240896127	84.74553728073835	2033.8928947377203	5	0.0	
1	16.926149984865386	73.81806182657711	3.126350948646052	52.15672320440472	1408.2315265189275	5	0.0	
2	23.225806610468187	124.66875789177826	31.167189472944575	87.16928486227992	2353.570691281558	5	0.0	
0	27.60028409739833	105.54320729472337	3.3812921438600707	66.45181211151022	2060.006175456817	5	0.0	
1	33.25962840080202	124.0703550520502	9.618295935449469	71.7059164383209	2294.5893260262687	5	0.0	
2	33.5980855544812	109.13558259360293	0.28809145588662805	65.62434913449151	2231.2278705727113	5	0.0	
0	23.366662866574053	71.34598472538754	4.968242852363811	42.15057923001619	1686.0231692006475	5	0.0	
1	18.234162943825343	95.02760311368522	1.0066919770079439	53.083819909637995	2229.5204362047957	5	0.0	
2	18.573990432036496	80.41661231597887	1.2527741256551115	57.81635600016003	2254.837884006241	5	0.0	
0	25.015177130348366	96.02626430897458	12.248842305510195	45.937308522722795	2021.2415749998029	5	0.0	
1	30.059189900014406	140.38491397516353	3.6837860007771095	54.27394756142465	2605.149482948383	5	0.0	
2	19.757919832842	78.41829055222047	9.228343861815025	43.797876096511644	2058.500176536047	5	0.0	
0	22.686718343693833	79.01655819895056	5.033482279976602	39.856555922013406	1992.8277961006702	5	0.0	
1	25.810959108425227	93.54978622917827	4.861462876081537	50.96492440717812	2599.211144766084	5	0.0	
2	20.30939865284985	64.89296318497055	4.306845229385568	35.67119761265064	2033.2582639210864	5	0.0	
0	18.092959648637123	77.87058682064159	1.1206603846749619	33.97459976023124	2140.3997848945683	5	0.0	
1	24.403711685192807	104.4277850237657	1.729206267494626	41.59732309463706	2454.2420625835866	5	0.0	
2	16.25067710202834	62.941220809891014	6.054786464359702	35.63460078787969	2138.0760472727816	5	0.0	
0	22.649852465818547	83.72884926140851	0.830103741096962	38.3362816526782	2491.8583074240833	5	0.0	
1	14.9472729573597	64.42840306184009	1.8781225680397768	33.23844844652723	2160.49914902427	5	0.0	
2	21.11130163207422	74.82913334882373	0.5328095732974273	37.57526204837615	2479.967295192826	5	0.0	
0	16.41164129839317	62.27463424167921	2.4871386622001963	33.89885662887925	2474.6165339081854	5	0.0	
1	19.436358380807555	85.39011376109934	0.10018240212333365	33.30562738561896	2431.3107991501843	5	0.0	
2	19.95204881816857	75.70869266827383	2.2980723504404645	34.424557143576685	2581.8417857682516	5	0.0	
0	21.58104977868513	91.26966303143182	22.817415757857997	67.22225941588628	1210.000669485953	5	0.0	
1	36.1684010672108	154.9856661091759	0.6759784248520696	122.91829479731753	2458.3658959463505	5	0.0	
2	23.96260459605338	111.1386498864589	32.93404068084165	86.35642702568694	1727.1285405137387	5	0.0	
0	34.75152980871125	141.40195580973088	5.7480336750215	70.24417190472178	1756.1042976180447	5	0.0	
1	29.561091751828968	98.15546714328462	18.226126696898778	65.51883325821439	1637.9708314553598	5	0.0	
2	22.801645640414648	99.97454479819784	25.959232506085975	78.26570861158223	1956.6427152895558	5	0.0	
0	27.577655040897586	120.76574852448735	20.887064586914178	61.30267777373786	1839.0803332121359	5	0.0	
